comments,date
Such a shame that it won&#39;t come with Google apps and services.,2019-09-19T14:46:57.000Z
apple and samsung both are destroyed . but i do not have enough money to buy the money . It just blown away myself .,2019-09-19T14:46:14.000Z
Ohh...its beauty..!,2019-09-19T14:42:42.000Z
How slow do you want your slow motion<br />Huawei:yes,2019-09-19T14:41:27.000Z
Hope Apple is watching this,2019-09-19T14:40:58.000Z
Huawei always step ahead 💪,2019-09-19T14:40:18.000Z
i want huawei mate 30 x instead...,2019-09-19T14:40:13.000Z
❤️,2019-09-19T14:39:21.000Z
I have never use Huawei phone <br />I really wish to use one <br />But $1200 is alot to ask,2019-09-19T14:39:04.000Z
Knock knock<br />Who&#39;s there<br />Notch 🚪,2019-09-19T14:38:55.000Z
😴😴😴😴😴😴😴😴😴😴😴😴😴,2019-09-19T14:38:50.000Z
The price meh I wait for s11,2019-09-19T14:38:24.000Z
No 90hz?,2019-09-19T14:38:09.000Z
"Now people are thinking where is the Google services but remember Apple doesn&#39;t have Pre installed Google services you have to download them, Amazon app store they also don&#39;t have Pre installed Google services but you can download it now its time to use Huawei Apps Store without having Pre installed Google services so you have to download it simple is that alternatively download your own Google Services to your huawei and have all the apps from Google Play Store. 😋 It&#39;s not huge deal lol 😂",2019-09-19T14:35:54.000Z
Would have been a buy if it had a Headphone Jack IMO.,2019-09-19T14:35:50.000Z
"Huawei is publishing video on a platform you are unable to view on this phone. No Google services means no YouTube, no Play Store, no Google Maps, no money from me.",2019-09-19T14:35:27.000Z
"Meanwhile, it trigger people&#39;s trypophobia",2019-09-19T14:34:44.000Z
"Xperia : we start slow-mo on mobile phone.<br />Huawei : Sorry, im beat you.",2019-09-19T14:33:30.000Z
"Dead before arrival, no google apps is a major deal breaker for most consumers and no google/android support. But the camera is amazing.",2019-09-19T14:32:42.000Z
買買買！,2019-09-19T14:31:57.000Z
Rethink<br />How to get google apps,2019-09-19T14:31:43.000Z
Just beautiful!!,2019-09-19T14:31:31.000Z
In 2029: I might own this phone (when it becomes cheap)😍,2019-09-19T14:30:49.000Z
Where Apple lovers don&#39;t hear their voice Hahahaha,2019-09-19T14:29:09.000Z
RIP iPhone and iSheeps🤣🤣🤣,2019-09-19T14:28:51.000Z
"Huawei mate 30 pro has so many features, if Apple has these it would sell for $3000 +. Are these Chinese so dumb that they don&#39;t know how to use their advantages to make some serious money?",2019-09-19T14:28:30.000Z
Cool.....just the thing called notch is uncool.....if they had given pop up front camera in this beast .... It would have been a great masterpiece.... pop up would have been great...whatever it&#39;s a masterpiece though😍,2019-09-19T14:28:22.000Z
Well done,2019-09-19T14:28:00.000Z
Will this come with android?,2019-09-19T14:27:37.000Z
2009: Wow this phone has a camera<br />2019: Wow this camera has a phone,2019-09-19T14:27:28.000Z
neeed this...I dont want it...I NEEEEED IT NEEEEEEEEEEEEEEEEEEEED,2019-09-19T14:26:26.000Z
I Will Buy It,2019-09-19T14:25:54.000Z
Why do they have to be banned! This phone is a beast!<br /><br />Edit: Sadly i cant afford it -_-,2019-09-19T14:25:26.000Z
<b>Does it have KP OLI??</b>,2019-09-19T14:24:51.000Z
Slow Motion Video 😍🥰😜,2019-09-19T14:24:50.000Z
ISO 409600. I&#39;m selling my DSLR soon.,2019-09-19T14:24:29.000Z
But does it run on google android?,2019-09-19T14:23:49.000Z
That huawei we underestimate in 2010 now is the top dog in smartphone market,2019-09-19T14:23:15.000Z
Sayang poninya masih gede...,2019-09-19T14:22:36.000Z
The back looks like a washing machine.... In a good way..,2019-09-19T14:22:28.000Z
just requesting Huawei to improve the vibration motor. just like apple and oneplus. I have a p30pro without headphone jack. why did you remove if your not giving a proper haptic feedback,2019-09-19T14:21:59.000Z
Imagine using your phone..<br /><br /><br /><br /><b>intensely with an epic music</b>,2019-09-19T14:21:21.000Z
Apple: Slofie<br />HUAWEI : 7680fps,2019-09-19T14:20:26.000Z
This is totally ridiculous and a copy of our beloved Note 10+,2019-09-19T14:20:20.000Z
"Huawei mate 30 pro packed so many features, if Apple has this it would have eventually launched all features every year for next 10 years😂. I would love to buy Huawei as my next mobile as an investment with technology for next 3 years atleast.",2019-09-19T14:18:46.000Z
Eso si es innovación!,2019-09-19T14:17:12.000Z
7680 FPS🤯,2019-09-19T14:16:43.000Z
❤️❤️❤️❤️❤️,2019-09-19T14:16:39.000Z
😍😍😍😍😍😍😍,2019-09-19T14:16:33.000Z
Still waiting JerryRigEverything for durability test and teardown on this phone.,2019-09-19T14:16:22.000Z
Sub2me if you love huawei,2019-09-19T14:15:46.000Z
is it really 7680Fps ? Or just a software twik just like on my p30pro 960fps is recorded at 30fps?,2019-09-19T14:15:36.000Z
"It&#39;s official,this year the trend will be quadruple circular photo module😍🔥",2019-09-19T14:14:54.000Z
"why during the live Huawei was constantly comparing themselves to <a href=""http://www.youtube.com/results?search_query=%23Apple"">#Apple</a> and <a href=""http://www.youtube.com/results?search_query=%23Samsung"">#Samsung</a>? Apple &amp; Samsung are the best yet",2019-09-19T14:13:00.000Z
when availability?,2019-09-19T14:12:15.000Z
Best phone ever,2019-09-19T14:11:52.000Z
Does it come with Google play store and services?,2019-09-19T14:11:39.000Z
HUAWEI NO 1 👏👏👏👏,2019-09-19T14:10:44.000Z
Rethink iPhone losers,2019-09-19T14:10:20.000Z
Tell the fruit company this is real innovation.,2019-09-19T14:10:09.000Z
Apple is waaaaaayyyyyy behind 😂,2019-09-19T14:07:23.000Z
Wow really 7680fps! ?? Hoo!!!,2019-09-19T14:06:34.000Z
Huawei : we add 5G technology on our new phone<br />Iphone: What is 5G...?<br />Samsung : its the future<br />Iphone: oh ok we will add it in iphone 15,2019-09-19T14:06:22.000Z
Is this a Xenon flash?,2019-09-19T14:05:42.000Z
This is Innovation...,2019-09-19T14:04:43.000Z
Apple killed itself...saaaaddd,2019-09-19T14:03:50.000Z
"Watched 10000 times this video, ahahah",2019-09-19T14:02:38.000Z
Better than iPhone 11,2019-09-19T14:02:13.000Z
apple left the group chat..,2019-09-19T14:01:39.000Z
Rethink Google Apps/services,2019-09-19T14:00:43.000Z
Will need to hide this phone from English aggressive maniacs on the streets. They want it fom you,2019-09-19T14:00:14.000Z
Respect+1000000000,2019-09-19T14:00:09.000Z
Rethink about buying a device without Google services... 😐,2019-09-19T14:00:06.000Z
Google left the chat==people wont buy this,2019-09-19T13:59:14.000Z
Wow 😍😍,2019-09-19T13:59:04.000Z
Rethink price,2019-09-19T13:58:44.000Z
华为这两年真的是开挂了一般！,2019-09-19T13:58:30.000Z
"7680 fps for smartphone that insane, good job Huawei",2019-09-19T13:58:03.000Z
At least you can still upload on YouTube,2019-09-19T13:57:27.000Z
I&#39;m quite disappointed about the notch,2019-09-19T13:57:17.000Z
"the screen could be more bigger if they make a &#39;mate 30 max&#39; or something that has no notch, but a popup camera. too many empty space at the top, so wasted.",2019-09-19T13:56:44.000Z
RIP 11 PRO~,2019-09-19T13:56:19.000Z
Rip money,2019-09-19T13:56:05.000Z
"No Google Apps, No Buy!",2019-09-19T13:56:05.000Z
This is REAL INNOVATION.<br /><br />Bye Apple.<br /><br />Love this phone :),2019-09-19T13:56:01.000Z
Perfectly Anti-iPhone 11 Pro Max,2019-09-19T13:55:51.000Z
"Incredible phone ever, very powerful!",2019-09-19T13:55:27.000Z
اكو عرب في الطيارة 😂,2019-09-19T13:55:20.000Z
Want the new Huawei with no Google apps?<br />Rethink your decision.,2019-09-19T13:54:46.000Z
"pengen punya ,, moga bisa amin",2019-09-19T13:54:23.000Z
That&#39;s innovation,2019-09-19T13:54:13.000Z
NPU+ integrated 5G baseband，There&#39;s no need to buy another phone💪🏽,2019-09-19T13:54:09.000Z
"Bye bye Huawei for pricing mate 30 pro at <a href=""http://1099.im/"">1099.im</a> not going throw money at this which doesn&#39;t have proper android and inferior devices when compared to Samsung and iPhone new device. I currently have the mate 20 Pro which I bought for 899usd but I&#39;m not going spend 1099 on this device and I&#39;m switching to Samsung note 10+ instead of this phone, really disappointed with Huawei for making this that expensive",2019-09-19T13:53:42.000Z
Come on Huawei Bring us Mate 30 X 😎,2019-09-19T13:52:08.000Z
I waited a year for this,2019-09-19T13:51:11.000Z
Mind blowing Huweai smart phone,2019-09-19T13:50:33.000Z
RIP SAMSUNG NOTE 10+ <br />RIP IPHONE 11 PRO MAX,2019-09-19T13:47:41.000Z
The moment a company take on a mighty empire.,2019-09-19T13:47:37.000Z
why that notch 😢😢😢😢😢😢😢😢😢,2019-09-19T13:46:55.000Z
In 2025 I&#39;ll buy one... Hope the price decrease. 😁😁😁,2019-09-19T13:46:50.000Z
Is there google apps like YouTube or instagram etc someone please answer,2019-09-19T13:46:18.000Z
How slow is slow motion?<br />Huawei: Yes,2019-09-19T13:45:41.000Z
Time to save money 🤑,2019-09-19T13:45:16.000Z
"Hey, Isn’t that the Nokia Lumia 1020 Design???<br />You copy that didn’t you???",2019-09-19T13:45:01.000Z
Please take my 💰....,2019-09-19T13:44:57.000Z
Watching this on my mate 20 pro. Who wanna buy my phone? I need cash to buy a new phone.,2019-09-19T13:44:25.000Z
ভালোই করেছেন,2019-09-19T13:44:15.000Z
The future came early.,2019-09-19T13:43:51.000Z
RIP Apple,2019-09-19T13:43:08.000Z
"hmm kinda skeptical with no google , send one for me to review",2019-09-19T13:43:03.000Z
"So tempted by the video capabilities, as I take a lot of video. Should I upgrade from Mate 20 pro?",2019-09-19T13:41:46.000Z
The Best in it&#39;s Class 💕✨,2019-09-19T13:41:45.000Z
This phone is INSANE!,2019-09-19T13:41:17.000Z
"Wow just amazing everything from Huawei today ,this is called true and real innovation ,,, Rip iPhone , Waiting eagerly to buy Huawei Mate 30 pro....💓💓💓",2019-09-19T13:40:25.000Z
Futuristic design or is it just me? Im liking it. It looks stunning.,2019-09-19T13:40:10.000Z
Did  event revel the price?,2019-09-19T13:39:22.000Z
very costly though.,2019-09-19T13:37:42.000Z
"Another stoves, just like apple. Still Samsung is the best",2019-09-19T13:37:39.000Z
LIT AF! Time to save some money LOL,2019-09-19T13:33:37.000Z
Giveaway please...,2019-09-19T13:32:57.000Z
You know what guys? Huawei is just best in camera. Thats it thankyou,2019-09-19T13:32:01.000Z
Rip Samsung apple,2019-09-19T13:31:24.000Z
Tencent games ?,2019-09-19T13:31:22.000Z
"Do me a favor huawei, and gift me one",2019-09-19T13:31:22.000Z
Potang Ina na badtrip ako sa english niya. Napagod ako sa kakaintindi.,2019-09-19T13:30:38.000Z
كم أجد من مسلم هنا,2019-09-19T13:28:38.000Z
Bye2 Apple,2019-09-19T13:27:58.000Z
Waiting for MATE 30 X 😅😱,2019-09-19T13:27:40.000Z
Oh boy,2019-09-19T13:26:25.000Z
Excellent device....,2019-09-19T13:24:54.000Z
Wowwwwww,2019-09-19T13:24:48.000Z
7680 FPS slow-mo?<br />Rip other phones😂,2019-09-19T13:24:46.000Z
According to one Huawei’s former employee’s Weibo. The slow motion technology on Huawei’s smartphone originates from Huawei’s surveillance camera solution.,2019-09-19T13:24:20.000Z
US = &quot;Sorry ... Google just rethink possiblity&quot;<br />China = &quot; Rethink Evolution ....ssssttttt &quot;<br />Us = hold my breath ....whats going on ???,2019-09-19T13:23:53.000Z
"wait, didnt the guy say it had 3x faster reverse wireless charging on the new phone, not 2x?",2019-09-19T13:21:47.000Z
Apple = &quot;by Innovation Only &quot;  <br />Huawei = Rethink Possiblity... Slow motion 7680 fps..,2019-09-19T13:21:44.000Z
"Doesnt even feature 1440p.<br />Downgrade is the new upgrade.<br /><br />But hey, it features 748383939 fps super slow mo videos, because thats what everyone does the whole day instead of watching at the screen.",2019-09-19T13:21:29.000Z
حًلَوٌ حًلَأّتٌـوٌوٌوٌ بًأّلَتٌـوٌفُـيِّقُ,2019-09-19T13:20:52.000Z
first like and comment,2019-09-19T13:19:10.000Z
Oooooh 😱😍😍😍😍,2019-09-19T13:19:08.000Z
So good,2019-09-19T13:16:43.000Z
Samsung Galaxy Mate 30 Edge Xd,2019-09-19T13:15:54.000Z
Best Phone in all categories ever <br />5G speed Huawei - +1500 <br />                   Samsung - -1000 😅<br />Rip IPhone <br />Rip Samsung,2019-09-19T13:14:31.000Z
I ❤ HUAWEI,2019-09-19T13:13:09.000Z
How much? Do this phone have audio jack 3.5mm?,2019-09-19T13:13:06.000Z
I love you Huawei,2019-09-19T13:11:46.000Z
Apple left the chat,2019-09-19T13:11:31.000Z
The phone from the back looks like a portable wireless charger,2019-09-19T13:11:09.000Z
I want this handphone but i no have money to buy it 😣,2019-09-19T13:11:07.000Z
I really like this phone,2019-09-19T13:10:55.000Z
Next times please with subtitles,2019-09-19T13:10:24.000Z
WOW😍,2019-09-19T13:10:11.000Z
Gift me this phone someone,2019-09-19T13:09:57.000Z
Best phone in the world!,2019-09-19T13:08:40.000Z
Wow it looks amazing,2019-09-19T13:08:32.000Z
Brilliant,2019-09-19T13:07:23.000Z
